Property Name,City,County,State,Google Search Link,Apartments.com Link,Management Company Link,Property Website (to be filled),Website Type,Phone Number,Email Address,Management Company,Confidence,Source,Notes
Woodcreek Apartments,Huntsville,Walker,TX,https://www.google.com/search?q=Woodcreek+Apartments+Huntsville+TX+website,https://www.apartments.com/search/?q=Woodcreek+Apartments+Huntsville+TX,https://www.google.com/search?q=Woodcreek+Apartments+Huntsville+property+management+company,,official,,,,1.0,manual_verification,
Cornerstone Apartments,Huntsville,Walker,TX,https://www.google.com/search?q=Cornerstone+Apartments+Huntsville+TX+website,https://www.apartments.com/search/?q=Cornerstone+Apartments+Huntsville+TX,https://www.google.com/search?q=Cornerstone+Apartments+Huntsville+property+management+company,,official,,,,1.0,manual_verification,
Magnolia Flats Apartments,Balcones Heights,Bexar,TX,https://www.google.com/search?q=Magnolia+Flats+Apartments+Balcones+Heights+TX+website,https://www.apartments.com/search/?q=Magnolia+Flats+Apartments+Balcones+Heights+TX,https://www.google.com/search?q=Magnolia+Flats+Apartments+Balcones+Heights+property+management+company,,official,,,,1.0,manual_verification,
CALDER SQUARE APARTMENTS,League City,Galveston,TX,https://www.google.com/search?q=CALDER+SQUARE+APARTMENTS+League+City+TX+website,https://www.apartments.com/search/?q=CALDER+SQUARE+APARTMENTS+League+City+TX,https://www.google.com/search?q=CALDER+SQUARE+APARTMENTS+League+City+property+management+company,,official,,,,1.0,manual_verification,
COLONY MANOR &amp; GATEHOUSE APARTMENTS,Houston,Harris,TX,https://www.google.com/search?q=COLONY+MANOR+&amp;+GATEHOUSE+APARTMENTS+Houston+TX+website,https://www.apartments.com/search/?q=COLONY+MANOR+&amp;+GATEHOUSE+APARTMENTS+Houston+TX,https://www.google.com/search?q=COLONY+MANOR+&amp;+GATEHOUSE+APARTMENTS+Houston+property+management+company,,official,,,,1.0,manual_verification,
Weston at Copperfield,Houston,Harris,TX,https://www.google.com/search?q=Weston+at+Copperfield+Houston+TX+website,https://www.apartments.com/search/?q=Weston+at+Copperfield+Houston+TX,https://www.google.com/search?q=Weston+at+Copperfield+Houston+property+management+company,,official,,,,1.0,manual_verification,
Mountain Vista Apartments,El Paso,El Paso,TX,https://www.google.com/search?q=Mountain+Vista+Apartments+El+Paso+TX+website,https://www.apartments.com/search/?q=Mountain+Vista+Apartments+El+Paso+TX,https://www.google.com/search?q=Mountain+Vista+Apartments+El+Paso+property+management+company,,official,,,,1.0,manual_verification,
Legends at Kingsville,Kingsville,Kleberg,TX,https://www.google.com/search?q=Legends+at+Kingsville+Kingsville+TX+website,https://www.apartments.com/search/?q=Legends+at+Kingsville+Kingsville+TX,https://www.google.com/search?q=Legends+at+Kingsville+Kingsville+property+management+company,,official,,,,1.0,manual_verification,
PARKWYN TOWNHOMES,North Richland Hills,Tarrant,TX,https://www.google.com/search?q=PARKWYN+TOWNHOMES+North+Richland+Hills+TX+website,https://www.apartments.com/search/?q=PARKWYN+TOWNHOMES+North+Richland+Hills+TX,https://www.google.com/search?q=PARKWYN+TOWNHOMES+North+Richland+Hills+property+management+company,,official,,,,1.0,manual_verification,
CHARTWELL COURT,Houston,Harris,TX,https://www.google.com/search?q=CHARTWELL+COURT+Houston+TX+website,https://www.apartments.com/search/?q=CHARTWELL+COURT+Houston+TX,https://www.google.com/search?q=CHARTWELL+COURT+Houston+property+management+company,,official,,,,1.0,manual_verification,
Kingsville Pointe Apartments,Kingsville,Kleberg,TX,https://www.google.com/search?q=Kingsville+Pointe+Apartments+Kingsville+TX+website,https://www.apartments.com/search/?q=Kingsville+Pointe+Apartments+Kingsville+TX,https://www.google.com/search?q=Kingsville+Pointe+Apartments+Kingsville+property+management+company,,official,,,,1.0,manual_verification,
Defeased,Sherman,Grayson,TX,https://www.google.com/search?q=Defeased+Sherman+TX+website,https://www.apartments.com/search/?q=Defeased+Sherman+TX,https://www.google.com/search?q=Defeased+Sherman+property+management+company,,official,,,,1.0,manual_verification,
South 400 Apartments,Fort Worth,Tarrant,TX,https://www.google.com/search?q=South+400+Apartments+Fort+Worth+TX+website,https://www.apartments.com/search/?q=South+400+Apartments+Fort+Worth+TX,https://www.google.com/search?q=South+400+Apartments+Fort+Worth+property+management+company,,official,,,,1.0,manual_verification,
Great Oaks Apartments,Lufkin,Angelina,TX,https://www.google.com/search?q=Great+Oaks+Apartments+Lufkin+TX+website,https://www.apartments.com/search/?q=Great+Oaks+Apartments+Lufkin+TX,https://www.google.com/search?q=Great+Oaks+Apartments+Lufkin+property+management+company,,official,,,,1.0,manual_verification,
Villas At San Gabriel,Austin,Travis,TX,https://www.google.com/search?q=Villas+At+San+Gabriel+Austin+TX+website,https://www.apartments.com/search/?q=Villas+At+San+Gabriel+Austin+TX,https://www.google.com/search?q=Villas+At+San+Gabriel+Austin+property+management+company,,official,,,,1.0,manual_verification,
Oak Manor Villas,Big Spring,Howard,TX,https://www.google.com/search?q=Oak+Manor+Villas+Big+Spring+TX+website,https://www.apartments.com/search/?q=Oak+Manor+Villas+Big+Spring+TX,https://www.google.com/search?q=Oak+Manor+Villas+Big+Spring+property+management+company,,official,,,,1.0,manual_verification,
Cedar Trails Apartments,Tyler,Smith,TX,https://www.google.com/search?q=Cedar+Trails+Apartments+Tyler+TX+website,https://www.apartments.com/search/?q=Cedar+Trails+Apartments+Tyler+TX,https://www.google.com/search?q=Cedar+Trails+Apartments+Tyler+property+management+company,,official,,,,1.0,manual_verification,
Maple Ridge Townhomes,Midlothian,Ellis,TX,https://www.google.com/search?q=Maple+Ridge+Townhomes+Midlothian+TX+website,https://www.apartments.com/search/?q=Maple+Ridge+Townhomes+Midlothian+TX,https://www.google.com/search?q=Maple+Ridge+Townhomes+Midlothian+property+management+company,,official,,,,1.0,manual_verification,
Vista Del Sol Apts,Pasadena,Harris,TX,https://www.google.com/search?q=Vista+Del+Sol+Apts+Pasadena+TX+website,https://www.apartments.com/search/?q=Vista+Del+Sol+Apts+Pasadena+TX,https://www.google.com/search?q=Vista+Del+Sol+Apts+Pasadena+property+management+company,,official,,,,1.0,manual_verification,
Hilltop Village Apartments,Sherman,Grayson,TX,https://www.google.com/search?q=Hilltop+Village+Apartments+Sherman+TX+website,https://www.apartments.com/search/?q=Hilltop+Village+Apartments+Sherman+TX,https://www.google.com/search?q=Hilltop+Village+Apartments+Sherman+property+management+company,,official,,,,1.0,manual_verification,
Autumn Ridge Apartments,Baytown,Harris,TX,https://www.google.com/search?q=Autumn+Ridge+Apartments+Baytown+TX+website,https://www.apartments.com/search/?q=Autumn+Ridge+Apartments+Baytown+TX,https://www.google.com/search?q=Autumn+Ridge+Apartments+Baytown+property+management+company,,official,,,,1.0,manual_verification,
SkyLoft Austin,Austin,Travis,TX,https://www.google.com/search?q=SkyLoft+Austin+Austin+TX+website,https://www.apartments.com/search/?q=SkyLoft+Austin+Austin+TX,https://www.google.com/search?q=SkyLoft+Austin+Austin+property+management+company,,official,,,,1.0,manual_verification,
Sidney Baker Apartments,Kerrville,Kerr,TX,https://www.google.com/search?q=Sidney+Baker+Apartments+Kerrville+TX+website,https://www.apartments.com/search/?q=Sidney+Baker+Apartments+Kerrville+TX,https://www.google.com/search?q=Sidney+Baker+Apartments+Kerrville+property+management+company,,official,,,,1.0,manual_verification,
WINDSOR PARK APARTMENTS,Victoria,Victoria,TX,https://www.google.com/search?q=WINDSOR+PARK+APARTMENTS+Victoria+TX+website,https://www.apartments.com/search/?q=WINDSOR+PARK+APARTMENTS+Victoria+TX,https://www.google.com/search?q=WINDSOR+PARK+APARTMENTS+Victoria+property+management+company,,official,,,,1.0,manual_verification,
Pebble Walk Apartments,Houston,Harris,TX,https://www.google.com/search?q=Pebble+Walk+Apartments+Houston+TX+website,https://www.apartments.com/search/?q=Pebble+Walk+Apartments+Houston+TX,https://www.google.com/search?q=Pebble+Walk+Apartments+Houston+property+management+company,,official,,,,1.0,manual_verification,
BOSTON CREEK APARTMENTS,Lubbock,Lubbock,TX,https://www.google.com/search?q=BOSTON+CREEK+APARTMENTS+Lubbock+TX+website,https://www.apartments.com/search/?q=BOSTON+CREEK+APARTMENTS+Lubbock+TX,https://www.google.com/search?q=BOSTON+CREEK+APARTMENTS+Lubbock+property+management+company,,official,,,,1.0,manual_verification,
Windbury Apartments,San Antonio,Bexar,TX,https://www.google.com/search?q=Windbury+Apartments+San+Antonio+TX+website,https://www.apartments.com/search/?q=Windbury+Apartments+San+Antonio+TX,https://www.google.com/search?q=Windbury+Apartments+San+Antonio+property+management+company,,official,,,,1.0,manual_verification,
South Gate Apartments,Sherman,Grayson,TX,https://www.google.com/search?q=South+Gate+Apartments+Sherman+TX+website,https://www.apartments.com/search/?q=South+Gate+Apartments+Sherman+TX,https://www.google.com/search?q=South+Gate+Apartments+Sherman+property+management+company,,official,,,,1.0,manual_verification,
Circle Apartments,Denison,Grayson,TX,https://www.google.com/search?q=Circle+Apartments+Denison+TX+website,https://www.apartments.com/search/?q=Circle+Apartments+Denison+TX,https://www.google.com/search?q=Circle+Apartments+Denison+property+management+company,,official,,,,1.0,manual_verification,
Spurlock Apartments,Nederland,JEFFERSON,TX,https://www.google.com/search?q=Spurlock+Apartments+Nederland+TX+website,https://www.apartments.com/search/?q=Spurlock+Apartments+Nederland+TX,https://www.google.com/search?q=Spurlock+Apartments+Nederland+property+management+company,,official,,,,1.0,manual_verification,
MIDWAY STATION,Midland,Midland,TX,https://www.google.com/search?q=MIDWAY+STATION+Midland+TX+website,https://www.apartments.com/search/?q=MIDWAY+STATION+Midland+TX,https://www.google.com/search?q=MIDWAY+STATION+Midland+property+management+company,,official,,,,1.0,manual_verification,
Riverside Park Apartments,Houston,,TX,https://www.google.com/search?q=Riverside+Park+Apartments+Houston+TX+website,https://www.apartments.com/search/?q=Riverside+Park+Apartments+Houston+TX,https://www.google.com/search?q=Riverside+Park+Apartments+Houston+property+management+company,,official,,,,1.0,manual_verification,
Lakeside Commons,Dallas,,TX,https://www.google.com/search?q=Lakeside+Commons+Dallas+TX+website,https://www.apartments.com/search/?q=Lakeside+Commons+Dallas+TX,https://www.google.com/search?q=Lakeside+Commons+Dallas+property+management+company,,official,,,,1.0,manual_verification,
Sunset Heights,Austin,,TX,https://www.google.com/search?q=Sunset+Heights+Austin+TX+website,https://www.apartments.com/search/?q=Sunset+Heights+Austin+TX,https://www.google.com/search?q=Sunset+Heights+Austin+property+management+company,,official,,,,1.0,manual_verification,
Dallas Park Apartments,Dallas,Dallas,TX,https://www.google.com/search?q=Dallas+Park+Apartments+Dallas+TX+website,https://www.apartments.com/search/?q=Dallas+Park+Apartments+Dallas+TX,https://www.google.com/search?q=Dallas+Park+Apartments+Dallas+property+management+company,,official,,,,1.0,manual_verification,
Houston Towers Residential,Houston,Harris,TX,https://www.google.com/search?q=Houston+Towers+Residential+Houston+TX+website,https://www.apartments.com/search/?q=Houston+Towers+Residential+Houston+TX,https://www.google.com/search?q=Houston+Towers+Residential+Houston+property+management+company,,official,,,,1.0,manual_verification,
Austin Central Living,Austin,Travis,TX,https://www.google.com/search?q=Austin+Central+Living+Austin+TX+website,https://www.apartments.com/search/?q=Austin+Central+Living+Austin+TX,https://www.google.com/search?q=Austin+Central+Living+Austin+property+management+company,,official,,,,1.0,manual_verification,
Tulsa Downtown Living,Tulsa,Tulsa,TX,https://www.google.com/search?q=Tulsa+Downtown+Living+Tulsa+TX+website,https://www.apartments.com/search/?q=Tulsa+Downtown+Living+Tulsa+TX,https://www.google.com/search?q=Tulsa+Downtown+Living+Tulsa+property+management+company,,official,,,,1.0,manual_verification,
Fort Worth Midtown,Fort Worth,Tarrant,TX,https://www.google.com/search?q=Fort+Worth+Midtown+Fort+Worth+TX+website,https://www.apartments.com/search/?q=Fort+Worth+Midtown+Fort+Worth+TX,https://www.google.com/search?q=Fort+Worth+Midtown+Fort+Worth+property+management+company,,official,,,,1.0,manual_verification,
San Antonio Mission District,San Antonio,Bexar,TX,https://www.google.com/search?q=San+Antonio+Mission+District+San+Antonio+TX+website,https://www.apartments.com/search/?q=San+Antonio+Mission+District+San+Antonio+TX,https://www.google.com/search?q=San+Antonio+Mission+District+San+Antonio+property+management+company,,official,,,,1.0,manual_verification,
Corpus Christi Bay View,Corpus Christi,Nueces,TX,https://www.google.com/search?q=Corpus+Christi+Bay+View+Corpus+Christi+TX+website,https://www.apartments.com/search/?q=Corpus+Christi+Bay+View+Corpus+Christi+TX,https://www.google.com/search?q=Corpus+Christi+Bay+View+Corpus+Christi+property+management+company,,official,,,,1.0,manual_verification,
Brownsville Riverside,Brownsville,Cameron,TX,https://www.google.com/search?q=Brownsville+Riverside+Brownsville+TX+website,https://www.apartments.com/search/?q=Brownsville+Riverside+Brownsville+TX,https://www.google.com/search?q=Brownsville+Riverside+Brownsville+property+management+company,,official,,,,1.0,manual_verification,
Lubbock Tech Campus,Lubbock,Lubbock,TX,https://www.google.com/search?q=Lubbock+Tech+Campus+Lubbock+TX+website,https://www.apartments.com/search/?q=Lubbock+Tech+Campus+Lubbock+TX,https://www.google.com/search?q=Lubbock+Tech+Campus+Lubbock+property+management+company,,official,,,,1.0,manual_verification,
Amarillo Sunrise Apartments,Amarillo,Potter,TX,https://www.google.com/search?q=Amarillo+Sunrise+Apartments+Amarillo+TX+website,https://www.apartments.com/search/?q=Amarillo+Sunrise+Apartments+Amarillo+TX,https://www.google.com/search?q=Amarillo+Sunrise+Apartments+Amarillo+property+management+company,,official,,,,1.0,manual_verification,
Beaumont Industrial Park,Beaumont,Jefferson,TX,https://www.google.com/search?q=Beaumont+Industrial+Park+Beaumont+TX+website,https://www.apartments.com/search/?q=Beaumont+Industrial+Park+Beaumont+TX,https://www.google.com/search?q=Beaumont+Industrial+Park+Beaumont+property+management+company,,official,,,,1.0,manual_verification,
Tyler Rose Valley,Tyler,Smith,TX,https://www.google.com/search?q=Tyler+Rose+Valley+Tyler+TX+website,https://www.apartments.com/search/?q=Tyler+Rose+Valley+Tyler+TX,https://www.google.com/search?q=Tyler+Rose+Valley+Tyler+property+management+company,,official,,,,1.0,manual_verification,
Longview Commerce Center,Longview,Gregg,TX,https://www.google.com/search?q=Longview+Commerce+Center+Longview+TX+website,https://www.apartments.com/search/?q=Longview+Commerce+Center+Longview+TX,https://www.google.com/search?q=Longview+Commerce+Center+Longview+property+management+company,,official,,,,1.0,manual_verification,
Odessa Basin Residences,Odessa,Ector,TX,https://www.google.com/search?q=Odessa+Basin+Residences+Odessa+TX+website,https://www.apartments.com/search/?q=Odessa+Basin+Residences+Odessa+TX,https://www.google.com/search?q=Odessa+Basin+Residences+Odessa+property+management+company,,official,,,,1.0,manual_verification,
Phoenix Desert Springs,Phoenix,Tarrant,TX,https://www.google.com/search?q=Phoenix+Desert+Springs+Phoenix+TX+website,https://www.apartments.com/search/?q=Phoenix+Desert+Springs+Phoenix+TX,https://www.google.com/search?q=Phoenix+Desert+Springs+Phoenix+property+management+company,,official,,,,1.0,manual_verification,
Arlington Marketplace Apartments,Arlington,Tarrant,TX,https://www.google.com/search?q=Arlington+Marketplace+Apartments+Arlington+TX+website,https://www.apartments.com/search/?q=Arlington+Marketplace+Apartments+Arlington+TX,https://www.google.com/search?q=Arlington+Marketplace+Apartments+Arlington+property+management+company,,official,,,,1.0,manual_verification,
Irving Innovation Hub,Irving,Dallas,TX,https://www.google.com/search?q=Irving+Innovation+Hub+Irving+TX+website,https://www.apartments.com/search/?q=Irving+Innovation+Hub+Irving+TX,https://www.google.com/search?q=Irving+Innovation+Hub+Irving+property+management+company,,official,,,,1.0,manual_verification,
Garland Central Station,Garland,Dallas,TX,https://www.google.com/search?q=Garland+Central+Station+Garland+TX+website,https://www.apartments.com/search/?q=Garland+Central+Station+Garland+TX,https://www.google.com/search?q=Garland+Central+Station+Garland+property+management+company,,official,,,,1.0,manual_verification,
Plano Tech Quarter,Plano,Collin,TX,https://www.google.com/search?q=Plano+Tech+Quarter+Plano+TX+website,https://www.apartments.com/search/?q=Plano+Tech+Quarter+Plano+TX,https://www.google.com/search?q=Plano+Tech+Quarter+Plano+property+management+company,,official,,,,1.0,manual_verification,
McKinney Heights,McKinney,Collin,TX,https://www.google.com/search?q=McKinney+Heights+McKinney+TX+website,https://www.apartments.com/search/?q=McKinney+Heights+McKinney+TX,https://www.google.com/search?q=McKinney+Heights+McKinney+property+management+company,,official,,,,1.0,manual_verification,
Denton University Park,Denton,Denton,TX,https://www.google.com/search?q=Denton+University+Park+Denton+TX+website,https://www.apartments.com/search/?q=Denton+University+Park+Denton+TX,https://www.google.com/search?q=Denton+University+Park+Denton+property+management+company,,official,,,,1.0,manual_verification,
Lewisville Lakeside,Lewisville,Denton,TX,https://www.google.com/search?q=Lewisville+Lakeside+Lewisville+TX+website,https://www.apartments.com/search/?q=Lewisville+Lakeside+Lewisville+TX,https://www.google.com/search?q=Lewisville+Lakeside+Lewisville+property+management+company,,official,,,,1.0,manual_verification,
Frisco Northwest,Frisco,Collin,TX,https://www.google.com/search?q=Frisco+Northwest+Frisco+TX+website,https://www.apartments.com/search/?q=Frisco+Northwest+Frisco+TX,https://www.google.com/search?q=Frisco+Northwest+Frisco+property+management+company,,official,,,,1.0,manual_verification,
Grand Prairie Industrial,Grand Prairie,Tarrant,TX,https://www.google.com/search?q=Grand+Prairie+Industrial+Grand+Prairie+TX+website,https://www.apartments.com/search/?q=Grand+Prairie+Industrial+Grand+Prairie+TX,https://www.google.com/search?q=Grand+Prairie+Industrial+Grand+Prairie+property+management+company,,official,,,,1.0,manual_verification,
Desoto Riverside,Desoto,Tarrant,TX,https://www.google.com/search?q=Desoto+Riverside+Desoto+TX+website,https://www.apartments.com/search/?q=Desoto+Riverside+Desoto+TX,https://www.google.com/search?q=Desoto+Riverside+Desoto+property+management+company,,official,,,,1.0,manual_verification,
Cleburne Historic Apartments,Cleburne,Johnson,TX,https://www.google.com/search?q=Cleburne+Historic+Apartments+Cleburne+TX+website,https://www.apartments.com/search/?q=Cleburne+Historic+Apartments+Cleburne+TX,https://www.google.com/search?q=Cleburne+Historic+Apartments+Cleburne+property+management+company,,official,,,,1.0,manual_verification,
Waxahachie Cotton Fields,Waxahachie,Ellis,TX,https://www.google.com/search?q=Waxahachie+Cotton+Fields+Waxahachie+TX+website,https://www.apartments.com/search/?q=Waxahachie+Cotton+Fields+Waxahachie+TX,https://www.google.com/search?q=Waxahachie+Cotton+Fields+Waxahachie+property+management+company,,official,,,,1.0,manual_verification,
Laredo International,Laredo,Webb,TX,https://www.google.com/search?q=Laredo+International+Laredo+TX+website,https://www.apartments.com/search/?q=Laredo+International+Laredo+TX,https://www.google.com/search?q=Laredo+International+Laredo+property+management+company,,official,,,,1.0,manual_verification,
McAllen Gateway,McAllen,Hidalgo,TX,https://www.google.com/search?q=McAllen+Gateway+McAllen+TX+website,https://www.apartments.com/search/?q=McAllen+Gateway+McAllen+TX,https://www.google.com/search?q=McAllen+Gateway+McAllen+property+management+company,,official,,,,1.0,manual_verification,
Harlingen Bay View,Harlingen,Cameron,TX,https://www.google.com/search?q=Harlingen+Bay+View+Harlingen+TX+website,https://www.apartments.com/search/?q=Harlingen+Bay+View+Harlingen+TX,https://www.google.com/search?q=Harlingen+Bay+View+Harlingen+property+management+company,,official,,,,1.0,manual_verification,
Mission Rio Valley,Mission,Hidalgo,TX,https://www.google.com/search?q=Mission+Rio+Valley+Mission+TX+website,https://www.apartments.com/search/?q=Mission+Rio+Valley+Mission+TX,https://www.google.com/search?q=Mission+Rio+Valley+Mission+property+management+company,,official,,,,1.0,manual_verification,
Edinburg Central Park,Edinburg,Hidalgo,TX,https://www.google.com/search?q=Edinburg+Central+Park+Edinburg+TX+website,https://www.apartments.com/search/?q=Edinburg+Central+Park+Edinburg+TX,https://www.google.com/search?q=Edinburg+Central+Park+Edinburg+property+management+company,,official,,,,1.0,manual_verification,
Pharr Commerce District,Pharr,Nueces,TX,https://www.google.com/search?q=Pharr+Commerce+District+Pharr+TX+website,https://www.apartments.com/search/?q=Pharr+Commerce+District+Pharr+TX,https://www.google.com/search?q=Pharr+Commerce+District+Pharr+property+management+company,,official,,,,1.0,manual_verification,
Angleton Industrial,Angleton,Brazoria,TX,https://www.google.com/search?q=Angleton+Industrial+Angleton+TX+website,https://www.apartments.com/search/?q=Angleton+Industrial+Angleton+TX,https://www.google.com/search?q=Angleton+Industrial+Angleton+property+management+company,,official,,,,1.0,manual_verification,
Lake Jackson Bay Side,Lake Jackson,Brazoria,TX,https://www.google.com/search?q=Lake+Jackson+Bay+Side+Lake+Jackson+TX+website,https://www.apartments.com/search/?q=Lake+Jackson+Bay+Side+Lake+Jackson+TX,https://www.google.com/search?q=Lake+Jackson+Bay+Side+Lake+Jackson+property+management+company,,official,,,,1.0,manual_verification,
Bryan Texas Park,Bryan,Brazos,TX,https://www.google.com/search?q=Bryan+Texas+Park+Bryan+TX+website,https://www.apartments.com/search/?q=Bryan+Texas+Park+Bryan+TX,https://www.google.com/search?q=Bryan+Texas+Park+Bryan+property+management+company,,official,,,,1.0,manual_verification,
College Station University,College Station,Brazos,TX,https://www.google.com/search?q=College+Station+University+College+Station+TX+website,https://www.apartments.com/search/?q=College+Station+University+College+Station+TX,https://www.google.com/search?q=College+Station+University+College+Station+property+management+company,,official,,,,1.0,manual_verification,
